"Notes"	"Census Region"	"Census Region Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"62 years"	"62"	"1999"	"1999"	"Male"	"M"	227	37747	601.4
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"62 years"	"62"	"2000"	"2000"	"Male"	"M"	217	38615	562.0
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"62 years"	"62"	"2001"	"2001"	"Male"	"M"	190	38614	492.0
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"62 years"	"62"	"2002"	"2002"	"Male"	"M"	216	38364	563.0
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"62 years"	"62"	"2003"	"2003"	"Male"	"M"	186	38981	477.2
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"62 years"	"62"	"2004"	"2004"	"Male"	"M"	171	41963	407.5
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"62 years"	"62"	"2005"	"2005"	"Male"	"M"	225	46730	481.5
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"62 years"	"62"	"2006"	"2006"	"Male"	"M"	189	42277	447.1
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"62 years"	"62"	"2007"	"2007"	"Male"	"M"	200	42741	467.9
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"62 years"	"62"	"2008"	"2008"	"Male"	"M"	195	43533	447.9
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"62 years"	"62"	"2009"	"2009"	"Male"	"M"	202	60765	332.4
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"62 years"	"62"	"2010"	"2010"	"Male"	"M"	242	57515	420.8
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"62 years"	"62"	"2011"	"2011"	"Male"	"M"	212	56293	376.6
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"62 years"	"62"	"2012"	"2012"	"Male"	"M"	232	57754	401.7
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"62 years"	"62"	"2013"	"2013"	"Male"	"M"	244	59544	409.8
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"62 years"	"62"	"2014"	"2014"	"Male"	"M"	247	61486	401.7
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"62 years"	"62"	"2015"	"2015"	"Male"	"M"	241	62628	384.8
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"62 years"	"62"	"2016"	"2016"	"Male"	"M"	253	64049	395.0
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"62 years"	"62"	"2017"	"2017"	"Male"	"M"	285	66400	429.2
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"62 years"	"62"	"2018"	"2018"	"Male"	"M"	274	65295	419.6
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"62 years"	"62"	"2019"	"2019"	"Male"	"M"	264	67447	391.4
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"62 years"	"62"	"2020 "	"2020"	"Male"	"M"	279	66279	420.9
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"63 years"	"63"	"1999"	"1999"	"Male"	"M"	235	36656	641.1
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"63 years"	"63"	"2000"	"2000"	"Male"	"M"	236	35894	657.5
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"63 years"	"63"	"2001"	"2001"	"Male"	"M"	210	37320	562.7
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"63 years"	"63"	"2002"	"2002"	"Male"	"M"	218	37047	588.4
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"63 years"	"63"	"2003"	"2003"	"Male"	"M"	200	36832	543.0
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"63 years"	"63"	"2004"	"2004"	"Male"	"M"	197	37449	526.0
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"63 years"	"63"	"2005"	"2005"	"Male"	"M"	184	40304	456.5
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"63 years"	"63"	"2006"	"2006"	"Male"	"M"	202	44821	450.7
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"63 years"	"63"	"2007"	"2007"	"Male"	"M"	187	40673	459.8
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"63 years"	"63"	"2008"	"2008"	"Male"	"M"	191	41245	463.1
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"63 years"	"63"	"2009"	"2009"	"Male"	"M"	177	42218	419.3
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"63 years"	"63"	"2010"	"2010"	"Male"	"M"	232	55665	416.8
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"63 years"	"63"	"2011"	"2011"	"Male"	"M"	241	54860	439.3
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"63 years"	"63"	"2012"	"2012"	"Male"	"M"	232	55116	420.9
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"63 years"	"63"	"2013"	"2013"	"Male"	"M"	215	57080	376.7
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"63 years"	"63"	"2014"	"2014"	"Male"	"M"	227	58271	389.6
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"63 years"	"63"	"2015"	"2015"	"Male"	"M"	239	60119	397.5
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"63 years"	"63"	"2016"	"2016"	"Male"	"M"	289	60802	475.3
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"63 years"	"63"	"2017"	"2017"	"Male"	"M"	251	62692	400.4
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"63 years"	"63"	"2018"	"2018"	"Male"	"M"	277	64609	428.7
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"63 years"	"63"	"2019"	"2019"	"Male"	"M"	260	63661	408.4
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"63 years"	"63"	"2020 "	"2020"	"Male"	"M"	293	65477	447.5
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"64 years"	"64"	"1999"	"1999"	"Male"	"M"	276	36650	753.1
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"64 years"	"64"	"2000"	"2000"	"Male"	"M"	228	35234	647.1
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"64 years"	"64"	"2001"	"2001"	"Male"	"M"	209	34777	601.0
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"64 years"	"64"	"2002"	"2002"	"Male"	"M"	206	36071	571.1
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"64 years"	"64"	"2003"	"2003"	"Male"	"M"	205	35742	573.6
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"64 years"	"64"	"2004"	"2004"	"Male"	"M"	219	35537	616.3
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"64 years"	"64"	"2005"	"2005"	"Male"	"M"	197	36261	543.3
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"64 years"	"64"	"2006"	"2006"	"Male"	"M"	174	39142	444.5
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"64 years"	"64"	"2007"	"2007"	"Male"	"M"	224	43608	513.7
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"64 years"	"64"	"2008"	"2008"	"Male"	"M"	218	39801	547.7
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"64 years"	"64"	"2009"	"2009"	"Male"	"M"	201	40524	496.0
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"64 years"	"64"	"2010"	"2010"	"Male"	"M"	202	40472	499.1
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"64 years"	"64"	"2011"	"2011"	"Male"	"M"	241	57259	420.9
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"64 years"	"64"	"2012"	"2012"	"Male"	"M"	220	53631	410.2
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"64 years"	"64"	"2013"	"2013"	"Male"	"M"	237	54467	435.1
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"64 years"	"64"	"2014"	"2014"	"Male"	"M"	224	55915	400.6
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"64 years"	"64"	"2015"	"2015"	"Male"	"M"	251	57045	440.0
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"64 years"	"64"	"2016"	"2016"	"Male"	"M"	250	58433	427.8
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"64 years"	"64"	"2017"	"2017"	"Male"	"M"	268	59485	450.5
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"64 years"	"64"	"2018"	"2018"	"Male"	"M"	274	60993	449.2
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"64 years"	"64"	"2019"	"2019"	"Male"	"M"	275	63069	436.0
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"64 years"	"64"	"2020 "	"2020"	"Male"	"M"	308	61838	498.1
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"65 years"	"65"	"1999"	"1999"	"Male"	"M"	254	33108	767.2
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"65 years"	"65"	"2000"	"2000"	"Male"	"M"	249	35001	711.4
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"65 years"	"65"	"2001"	"2001"	"Male"	"M"	234	33664	695.1
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"65 years"	"65"	"2002"	"2002"	"Male"	"M"	214	33414	640.5
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"65 years"	"65"	"2003"	"2003"	"Male"	"M"	232	34653	669.5
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"65 years"	"65"	"2004"	"2004"	"Male"	"M"	231	34320	673.1
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"65 years"	"65"	"2005"	"2005"	"Male"	"M"	189	34073	554.7
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"65 years"	"65"	"2006"	"2006"	"Male"	"M"	196	34508	568.0
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"65 years"	"65"	"2007"	"2007"	"Male"	"M"	188	37826	497.0
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"65 years"	"65"	"2008"	"2008"	"Male"	"M"	213	42239	504.3
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"65 years"	"65"	"2009"	"2009"	"Male"	"M"	167	38566	433.0
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"65 years"	"65"	"2010"	"2010"	"Male"	"M"	180	39092	460.5
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"65 years"	"65"	"2011"	"2011"	"Male"	"M"	195	40194	485.1
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"65 years"	"65"	"2012"	"2012"	"Male"	"M"	240	55543	432.1
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"65 years"	"65"	"2013"	"2013"	"Male"	"M"	235	52583	446.9
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"65 years"	"65"	"2014"	"2014"	"Male"	"M"	250	52698	474.4
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"65 years"	"65"	"2015"	"2015"	"Male"	"M"	268	54188	494.6
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"65 years"	"65"	"2016"	"2016"	"Male"	"M"	284	54957	516.8
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"65 years"	"65"	"2017"	"2017"	"Male"	"M"	272	56926	477.8
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"65 years"	"65"	"2018"	"2018"	"Male"	"M"	285	57526	495.4
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"65 years"	"65"	"2019"	"2019"	"Male"	"M"	276	59189	466.3
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"65 years"	"65"	"2020 "	"2020"	"Male"	"M"	269	61027	440.8
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"66 years"	"66"	"1999"	"1999"	"Male"	"M"	296	32954	898.2
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"66 years"	"66"	"2000"	"2000"	"Male"	"M"	236	31928	739.2
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"66 years"	"66"	"2001"	"2001"	"Male"	"M"	244	33566	726.9
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"66 years"	"66"	"2002"	"2002"	"Male"	"M"	246	32259	762.6
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"66 years"	"66"	"2003"	"2003"	"Male"	"M"	218	32126	678.6
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"66 years"	"66"	"2004"	"2004"	"Male"	"M"	217	33191	653.8
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"66 years"	"66"	"2005"	"2005"	"Male"	"M"	197	32982	597.3
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"66 years"	"66"	"2006"	"2006"	"Male"	"M"	187	32492	575.5
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"66 years"	"66"	"2007"	"2007"	"Male"	"M"	191	33405	571.8
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"66 years"	"66"	"2008"	"2008"	"Male"	"M"	246	36831	667.9
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"66 years"	"66"	"2009"	"2009"	"Male"	"M"	192	41231	465.7
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"66 years"	"66"	"2010"	"2010"	"Male"	"M"	192	38351	500.6
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"66 years"	"66"	"2011"	"2011"	"Male"	"M"	179	37895	472.4
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"66 years"	"66"	"2012"	"2012"	"Male"	"M"	227	39002	582.0
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"66 years"	"66"	"2013"	"2013"	"Male"	"M"	268	54371	492.9
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"66 years"	"66"	"2014"	"2014"	"Male"	"M"	270	50674	532.8
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"66 years"	"66"	"2015"	"2015"	"Male"	"M"	277	51170	541.3
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"66 years"	"66"	"2016"	"2016"	"Male"	"M"	259	52372	494.5
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"66 years"	"66"	"2017"	"2017"	"Male"	"M"	265	53982	490.9
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"66 years"	"66"	"2018"	"2018"	"Male"	"M"	272	55397	491.0
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"66 years"	"66"	"2019"	"2019"	"Male"	"M"	288	56119	513.2
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"66 years"	"66"	"2020 "	"2020"	"Male"	"M"	346	57234	604.5
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"67 years"	"67"	"1999"	"1999"	"Male"	"M"	311	33368	932.0
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"67 years"	"67"	"2000"	"2000"	"Male"	"M"	283	32576	868.7
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"67 years"	"67"	"2001"	"2001"	"Male"	"M"	241	30744	783.9
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"67 years"	"67"	"2002"	"2002"	"Male"	"M"	268	32193	832.5
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"67 years"	"67"	"2003"	"2003"	"Male"	"M"	255	31019	822.1
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"67 years"	"67"	"2004"	"2004"	"Male"	"M"	234	30854	758.4
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"67 years"	"67"	"2005"	"2005"	"Male"	"M"	227	31792	714.0
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"67 years"	"67"	"2006"	"2006"	"Male"	"M"	201	31428	639.6
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"67 years"	"67"	"2007"	"2007"	"Male"	"M"	198	31492	628.7
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"67 years"	"67"	"2008"	"2008"	"Male"	"M"	198	32444	610.3
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"67 years"	"67"	"2009"	"2009"	"Male"	"M"	205	35751	573.4
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"67 years"	"67"	"2010"	"2010"	"Male"	"M"	212	39387	538.2
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"67 years"	"67"	"2011"	"2011"	"Male"	"M"	190	36715	517.5
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"67 years"	"67"	"2012"	"2012"	"Male"	"M"	209	36742	568.8
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"67 years"	"67"	"2013"	"2013"	"Male"	"M"	195	38106	511.7
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"67 years"	"67"	"2014"	"2014"	"Male"	"M"	276	52652	524.2
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"67 years"	"67"	"2015"	"2015"	"Male"	"M"	268	49026	546.6
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"67 years"	"67"	"2016"	"2016"	"Male"	"M"	287	49363	581.4
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"67 years"	"67"	"2017"	"2017"	"Male"	"M"	284	51507	551.4
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"67 years"	"67"	"2018"	"2018"	"Male"	"M"	283	52409	540.0
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"67 years"	"67"	"2019"	"2019"	"Male"	"M"	270	53776	502.1
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"67 years"	"67"	"2020 "	"2020"	"Male"	"M"	304	54341	559.4
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"68 years"	"68"	"1999"	"1999"	"Male"	"M"	385	33965	1133.5
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"68 years"	"68"	"2000"	"2000"	"Male"	"M"	325	32555	998.3
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"68 years"	"68"	"2001"	"2001"	"Male"	"M"	281	31034	905.5
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"68 years"	"68"	"2002"	"2002"	"Male"	"M"	246	29588	831.4
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"68 years"	"68"	"2003"	"2003"	"Male"	"M"	267	31043	860.1
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"68 years"	"68"	"2004"	"2004"	"Male"	"M"	250	29825	838.2
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"68 years"	"68"	"2005"	"2005"	"Male"	"M"	236	29670	795.4
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"68 years"	"68"	"2006"	"2006"	"Male"	"M"	190	30344	626.2
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"68 years"	"68"	"2007"	"2007"	"Male"	"M"	219	30419	719.9
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"68 years"	"68"	"2008"	"2008"	"Male"	"M"	188	30488	616.6
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"68 years"	"68"	"2009"	"2009"	"Male"	"M"	198	31525	628.1
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"68 years"	"68"	"2010"	"2010"	"Male"	"M"	207	33925	610.2
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"68 years"	"68"	"2011"	"2011"	"Male"	"M"	241	38932	619.0
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"68 years"	"68"	"2012"	"2012"	"Male"	"M"	225	35600	632.0
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"68 years"	"68"	"2013"	"2013"	"Male"	"M"	231	35944	642.7
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"68 years"	"68"	"2014"	"2014"	"Male"	"M"	221	36821	600.2
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"68 years"	"68"	"2015"	"2015"	"Male"	"M"	268	51036	525.1
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"68 years"	"68"	"2016"	"2016"	"Male"	"M"	272	47321	574.8
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"68 years"	"68"	"2017"	"2017"	"Male"	"M"	261	48853	534.3
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"68 years"	"68"	"2018"	"2018"	"Male"	"M"	288	49955	576.5
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"68 years"	"68"	"2019"	"2019"	"Male"	"M"	289	50877	568.0
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"68 years"	"68"	"2020 "	"2020"	"Male"	"M"	346	51941	666.1
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"69 years"	"69"	"1999"	"1999"	"Male"	"M"	411	34560	1189.2
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"69 years"	"69"	"2000"	"2000"	"Male"	"M"	354	33657	1051.8
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"69 years"	"69"	"2001"	"2001"	"Male"	"M"	313	30924	1012.2
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"69 years"	"69"	"2002"	"2002"	"Male"	"M"	288	29730	968.7
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"69 years"	"69"	"2003"	"2003"	"Male"	"M"	251	28309	886.6
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"69 years"	"69"	"2004"	"2004"	"Male"	"M"	223	29749	749.6
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"69 years"	"69"	"2005"	"2005"	"Male"	"M"	233	28489	817.9
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"69 years"	"69"	"2006"	"2006"	"Male"	"M"	231	28129	821.2
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"69 years"	"69"	"2007"	"2007"	"Male"	"M"	200	29092	687.5
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"69 years"	"69"	"2008"	"2008"	"Male"	"M"	204	29224	698.1
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"69 years"	"69"	"2009"	"2009"	"Male"	"M"	193	29374	657.0
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"69 years"	"69"	"2010"	"2010"	"Male"	"M"	212	29841	710.4
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"69 years"	"69"	"2011"	"2011"	"Male"	"M"	237	33448	708.6
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"69 years"	"69"	"2012"	"2012"	"Male"	"M"	215	37630	571.4
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"69 years"	"69"	"2013"	"2013"	"Male"	"M"	234	34535	677.6
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"69 years"	"69"	"2014"	"2014"	"Male"	"M"	227	34758	653.1
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"69 years"	"69"	"2015"	"2015"	"Male"	"M"	251	35465	707.7
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"69 years"	"69"	"2016"	"2016"	"Male"	"M"	313	49294	635.0
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"69 years"	"69"	"2017"	"2017"	"Male"	"M"	313	47012	665.8
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"69 years"	"69"	"2018"	"2018"	"Male"	"M"	311	47311	657.4
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"69 years"	"69"	"2019"	"2019"	"Male"	"M"	273	48465	563.3
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"69 years"	"69"	"2020 "	"2020"	"Male"	"M"	341	49083	694.7
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"70 years"	"70"	"1999"	"1999"	"Male"	"M"	405	33403	1212.5
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"70 years"	"70"	"2000"	"2000"	"Male"	"M"	401	33405	1200.4
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"70 years"	"70"	"2001"	"2001"	"Male"	"M"	361	31537	1144.7
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"70 years"	"70"	"2002"	"2002"	"Male"	"M"	295	29531	999.0
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"70 years"	"70"	"2003"	"2003"	"Male"	"M"	229	28427	805.6
	"Census Region 2: Midwest"	"CENS-R2"	"Large Central Metro"	"1"	"70 years"	"70"	"2004"	"2004"	"Male"	"M"	246	26936	913.3
